n_rows,n_features,cv_splits,accuracy,balanced_accuracy,f1_macro,classes,feature_set_name
51,15,5,0.45098039215686275,0.45098039215686275,0.4477888124946949,"['fast', 'medium', 'slow']",top_features
51,11,5,0.45098039215686275,0.45098039215686275,0.44635076252723316,"['fast', 'medium', 'slow']",top_visual_only
51,59,5,0.39215686274509803,0.39215686274509803,0.3928868517103812,"['fast', 'medium', 'slow']",all_candidate_features
